seq,first name,last name,age,street,city,state,zip,dollar,pick,date
1.184,Philip,Ryan,47,Opfoz Parkway,Feocev,NC,31.227,$9416.70,BLUE,05/02/1932
1.185,Franklin,Thompson,65,Kuri Square,Kofbumwe,LA,81.675,$352.66,YELLOW,02/07/2069
1.186,Robert,Olson,47,Nedtab Manor,Ohahufer,FL,87.611,$5487.73,RED,01/21/1995
1.187,Johanna,Roy,42,Omrog Court,Ogauvfe,MS,64.797,$4827.99,RED,06/06/1942
1.188,Brian,Austin,29,Ewpi Key,Ivukafu,VT,89.695,$8361.22,YELLOW,11/12/1945
1.189,Myra,Patterson,26,Ikpu Glen,Vevezse,AK,74.880,$3984.93,GREEN,01/11/1947
1.190,Elnora,Phelps,36,Ditaz Court,Jukcimos,DC,29.353,$98.88,BLUE,12/27/2015
1.191,Esther,Dean,24,Netu Park,Pogucza,NC,73.753,$127.29,YELLOW,02/24/1920
1.192,Gavin,Schultz,63,Velom Mill,Ucesofum,CT,76.102,$6198.63,YELLOW,05/17/2039
1.193,Birdie,Harris,53,Wehhok Avenue,Jugowu,CO,77,$2172.76,YELLOW,09/01/1911
1.194,Mabelle,Bowen,23,Hije Place,Uglatzeb,AK,42.222,$4796.35,RED,07/29/1906
1.195,Annie,Howard,29,Cuwvo Manor,Tegehti,OR,68.299,$2736.74,WHITE,01/16/2044
1.196,Jerry,Powell,61,Tuvbu Plaza,Nucafu,NY,81.546,$355.58,WHITE,02/20/1917
1.197,Marie,Payne,54,Olwu Circle,Guzaso,SD,69.642,$7754.87,YELLOW,02/22/1906
1.198,Duane,Graves,18,Hasvud Grove,Tukhopzo,WY,14.214,$5722.12,RED,01/09/1989
1.199,Lura,Herrera,18,Werag Extension,Vohlocob,LA,65.378,$2683.50,YELLOW,06/25/1913
1.200,Cora,McKenzie,47,Oklo Path,Dehhaki,WV,8.948,$425.23,RED,05/17/1921
1.201,Lina,Bryan,30,Mowri Parkway,Johitlip,IA,576,$969.89,YELLOW,08/16/1933
1.202,Steve,Lopez,20,Erril Ridge,Zahkobi,KY,54.381,$254.69,RED,12/06/1976
1.203,Christine,Potter,27,Facfin Center,Usitawtec,IA,26.365,$985.48,GREEN,05/02/1991
1.204,Lucinda,Swanson,47,Kiziz Drive,Zuogapis,IN,37.975,$8618.18,WHITE,11/11/2013
1.205,Catherine,Briggs,38,Ufofi Grove,Ummijde,WV,97.977,$9164.02,WHITE,11/21/1985
1.206,Albert,Simmons,54,Akvep Glen,Zakokbug,AR,40.546,$8577.83,WHITE,04/24/1956
1.207,Fannie,Keller,49,Ofaco Avenue,Loccifu,NM,6.827,$9534.10,RED,06/23/2038
1.208,Jack,Reyes,50,Gugbac Pike,Jopjapjoc,NE,67.094,$1241.26,WHITE,06/29/2052
1.209,Matilda,Brewer,62,Otfo Court,Ahjepe,VT,22.337,$6573.79,YELLOW,08/04/1982
1.210,Isaac,Pearson,23,Notaku Extension,Jadhirso,CT,84.667,$4889.54,BLUE,08/12/2043
1.211,Lottie,Wood,25,Eliat Path,Namtizke,ME,89.884,$9517.18,BLUE,08/30/2039
1.212,Estelle,Adams,60,Utojib Boulevard,Vaicfot,CA,74.704,$68.11,RED,01/31/2033
1.213,Claudia,Phelps,34,Vuhze View,Takova,AZ,98.049,$5655.45,WHITE,11/15/1920
1.214,Frank,Cohen,55,Sula Point,Ukodpi,DC,72.613,$9203.03,YELLOW,06/30/2013
1.215,Henry,Boyd,53,Aklu River,Pivzuda,LA,43.275,$4015.01,GREEN,09/21/1911
1.216,Victor,Walsh,19,Mabgo Manor,Adukemfaf,MT,19.205,$6039.38,BLUE,11/28/2037
1.217,Barry,Weber,44,Mogu Circle,Natzage,DC,45.827,$9302.29,YELLOW,04/20/1998
1.218,Celia,Mason,23,Watol Plaza,Penuluku,UT,79.588,$7841.35,RED,02/16/1945
1.219,Thomas,Garner,41,Cigun Terrace,Weguibu,DC,29.226,$9307.10,WHITE,04/18/2056
1.220,Kate,Jensen,19,Nonot Way,Acediiwe,PA,69.676,$2494.40,GREEN,02/12/2067
1.221,Winnie,Matthews,29,Humo Path,Paiztu,NM,44.856,$7867.09,GREEN,02/19/2036
1.222,Shawn,Gray,43,Ozugug Heights,Tafdote,TX,54.510,$6875.15,RED,09/25/2035
1.223,Ryan,Schneider,18,Fumof Point,Gotafu,HI,5.413,$80.78,WHITE,10/29/2041
1.224,Chris,Hines,42,Afhir Grove,Wemitasu,HI,95.972,$6334.16,WHITE,10/17/2005
1.225,Ricardo,Stone,38,Cepaja Park,Labewu,OK,22.222,$3544.16,GREEN,05/27/2049
1.226,Cornelia,Barber,37,Gebil Court,Okidirpe,MS,18.671,$1120.01,WHITE,08/27/2029
1.227,Lora,Bates,49,Lubbak Street,Donafiv,MI,31.585,$6855.25,WHITE,04/06/1965
1.228,Helena,Barnett,57,Cizup Way,Kosicjo,VA,26.412,$1474.16,BLUE,09/22/1942
1.229,Birdie,Ramos,22,Jujtum Lane,Setotduc,NM,97.893,$8495.19,RED,02/15/1918
1.230,Marvin,Schwartz,57,Lefa Key,Jifodocuv,WY,37.112,$7152.97,WHITE,05/20/2064
1.231,Maud,Adams,49,Sahmeg Street,Mimovnim,OK,4.257,$5559.64,GREEN,10/15/1960
1.232,Ina,Wilson,18,Vipbuv Junction,Suwfuin,ME,92.242,$3954.20,GREEN,08/17/2066
1.233,Roxie,Bowers,24,Cemvi Grove,Jafekuvu,ME,81.974,$9573.01,YELLOW,09/11/1926
1.234,Norman,Horton,41,Nepi Place,Fakakvuz,WI,17.754,$9025.97,WHITE,07/09/1918
1.235,Edward,McGee,54,Etipu Manor,Rinoku,IN,58.805,$8786.77,GREEN,10/18/2068
1.236,Rosa,Maxwell,29,Raje Center,Inahpoj,ME,61.023,$3828.16,RED,02/27/1974
1.237,Gary,Warren,51,Lesgo Plaza,Izaesupur,OR,69.719,$4566.84,RED,09/05/1911
1.238,Isabel,Rose,46,Wijo Ridge,Kufocru,UT,5.712,$5536.02,GREEN,06/18/2058
1.239,Stella,Simpson,62,Sanoh Way,Cotfurfe,DE,9.513,$2849.38,BLUE,11/12/1970
1.240,Luella,Jensen,44,Femke Loop,Veztodza,MS,73.398,$7766.18,GREEN,02/26/2001
1.241,Mable,Silva,43,Zioke Point,Jilsedu,SC,49.451,$8708.49,GREEN,07/24/2031
1.242,Ernest,Alvarez,26,Juho Extension,Kodafhej,SC,14.743,$720.29,RED,06/13/2053
1.243,Todd,Atkins,54,Miho View,Zimifo,FL,66.209,$2615.44,GREEN,05/30/2031
1.244,Lily,Dennis,45,Laba River,Zipkejtu,MT,70.664,$6595.84,GREEN,07/14/2037
1.245,Linnie,Weber,56,Apezu Point,Fagtimcu,GA,94.263,$4056.64,WHITE,09/03/1978
1.246,Marc,Montgomery,25,Lumu Terrace,Focoreb,NM,91.164,$680.92,BLUE,03/28/2018
1.247,Madge,Malone,42,Mugiku Terrace,Uhjikto,MS,59.752,$9222.79,YELLOW,02/23/1914
1.248,Roxie,Boone,23,Subsi Court,Juwbagdu,NY,12.781,$1153.25,BLUE,06/12/1919
1.249,Julian,Barton,45,Deos Court,Odiwvel,IL,85.366,$5640.98,WHITE,10/08/1994
1.250,Frances,Cunningham,22,Wojwen Highway,Iklamrib,NY,25.523,$6386.42,RED,05/22/1984
1.251,John,Turner,38,Afoul River,Hadohi,IA,60.547,$1634.97,GREEN,09/24/1992
1.252,George,Harper,40,Henseg Path,Warlion,AZ,11.448,$9646.56,YELLOW,11/09/2007
1.253,Allen,Gill,47,Pefgu Grove,Kojubbab,NE,14.793,$2722.19,YELLOW,08/29/1942
1.254,Millie,McCormick,50,Edauf View,Okajihed,FL,88.948,$8978.98,RED,01/25/1959
1.255,Verna,Allison,27,Tegi Highway,Lekmijvih,AZ,29.195,$2598.19,WHITE,10/10/2011
1.256,Etta,Briggs,58,Obesu Turnpike,Nomacugu,TN,46.308,$4589.48,GREEN,09/06/1912
1.257,Floyd,Gardner,26,Biku Key,Luwimaaw,ME,83.856,$9558.04,GREEN,05/02/2037
1.258,Lloyd,Klein,49,Citto Center,Irzuna,NC,94.383,$3826.07,YELLOW,11/19/1935
1.259,Maria,Schwartz,51,Vufnot Boulevard,Cegholin,NE,74.590,$173.27,WHITE,09/15/2041
1.260,Mina,Montgomery,30,Itset Loop,Zojegso,CT,77.090,$6847.97,RED,10/13/1946
1.261,Cora,Sanchez,31,Nined Terrace,Kufisnaw,NV,24.825,$862.54,GREEN,03/18/1991
1.262,Vernon,Edwards,56,Nomod Lane,Riivagu,NJ,41.681,$3998.03,YELLOW,11/26/2006
1.263,Mamie,Hogan,53,Hutzap Ridge,Alevul,LA,14.431,$326.77,BLUE,09/26/1900
1.264,Lida,Roy,47,Okele Extension,Egwaddo,WA,15.731,$414.23,BLUE,03/25/1988
1.265,Garrett,Quinn,40,Ciop Center,Lohwuluz,VA,78.653,$5510.24,YELLOW,10/08/2044
1.266,Lulu,Glover,49,Irwev Heights,Kikadwe,OH,80.813,$9871.60,GREEN,10/05/1970
1.267,Dennis,Martin,37,Gufu Key,Raeniuca,ND,94.973,$9636.69,BLUE,05/29/1995
1.268,Thomas,Silva,18,Ginbu Park,Sirmegsuv,NH,24.749,$1961.40,GREEN,03/04/2000
1.269,Gavin,Hogan,47,Isimos Loop,Boslonu,IA,85.087,$3582.30,YELLOW,03/12/2007
1.270,Mamie,Armstrong,52,Hipe Parkway,Pubofev,PA,39.796,$978.66,RED,10/18/1953
1.271,Rosie,Goodman,43,Amesoz Junction,Celedke,GA,31.086,$7476.84,BLUE,12/25/2018
1.272,Lela,Perry,58,Godve Loop,Toitboh,MO,7.866,$9425.40,RED,04/17/1997
1.273,Roger,Smith,35,Fede Drive,Ogzoma,CA,39.998,$6810.35,BLUE,10/19/2027
1.274,Lillie,Farmer,22,Kaod Circle,Jihuene,WI,3.835,$4389.53,GREEN,08/05/1908
1.275,Hannah,Matthews,38,Siuk Loop,Leenehob,TX,98.648,$6236.18,BLUE,02/09/1958
1.276,Keith,Greer,56,Lawce Lane,Pamifcut,GA,7.827,$6328.21,WHITE,01/08/2021
1.277,Rosalie,Mann,47,Gobme Terrace,Nasnomwiz,AZ,79.042,$4736.62,BLUE,04/16/1960
1.278,Russell,Medina,20,Rodelo Parkway,Farrubzip,VT,63.342,$5482.48,WHITE,07/30/1910
1.279,Marian,Briggs,42,Faar Terrace,Akuhief,AK,60.183,$3733.17,YELLOW,04/03/1925
1.280,Evelyn,Woods,35,Ditlip Park,Kanaddur,MA,84.472,$4662.32,YELLOW,05/22/1950
1.281,Leonard,Hampton,58,Ekli Plaza,Dosohuka,ID,75.528,$5738.11,YELLOW,11/20/1961
1.282,Bertie,Gomez,53,Mahe Heights,Rofifig,CA,19.976,$2223.50,YELLOW,01/13/2005
1.283,Harry,Meyer,64,Ivacin Court,Kugkorov,IN,2.797,$1819.58,RED,10/26/2038
1.284,Henrietta,Arnold,35,Iwba Manor,Lujumof,NV,69.868,$5740.09,RED,01/17/2049
1.285,Joel,Nguyen,22,Derpe Turnpike,Nigidgi,IL,14.511,$9582.93,WHITE,05/04/2032
1.286,Lulu,Padilla,51,Iseowa Grove,Dentecor,ND,9.415,$6911.28,WHITE,07/25/2001
1.287,Bernard,Fowler,42,Buse Ridge,Caloska,NC,47.524,$231.17,BLUE,07/24/1945
1.288,Estella,Spencer,53,Kaec Court,Falsajuc,FL,8.273,$5075.32,GREEN,06/13/1969
1.289,Olive,Lawson,40,Gelwab Lane,Cufzemi,VT,52.440,$8724.62,GREEN,08/23/2014
1.290,Shane,Thompson,43,Cozuh Park,Vinlacjo,FL,69.585,$4469.96,WHITE,03/24/1977
1.291,Mable,Garcia,25,Niwze Way,Roamral,SD,2.378,$8101.81,GREEN,05/12/1940
1.292,Leo,Lynch,28,Unuon View,Ruhdismef,WI,87.975,$5448.88,YELLOW,06/09/2068
1.293,Derrick,Stevenson,18,Veum Square,Cezjotgej,PA,56.639,$7909.54,YELLOW,11/29/2016
1.294,Shawn,Hart,48,Fohu Street,Ureizaka,WV,37.081,$931.17,GREEN,01/30/2035
1.295,Lydia,Garrett,27,Cioh Junction,Jedohez,AL,67.523,$2200.89,BLUE,05/18/1945
1.296,Scott,Hunt,57,Deguf Extension,Mihmogvi,NM,89.249,$842.28,WHITE,11/29/1976
1.297,Minerva,McKinney,40,Jopuz Junction,Uddanjab,KS,37.305,$6294.67,RED,01/09/1985
1.298,Olive,Bishop,22,Utaki Square,Sagatan,IN,43.291,$9146.82,RED,01/17/2054
1.299,Jeremiah,Huff,46,Epove Pike,Kamean,MN,91.149,$5441.49,RED,08/17/1948
1.300,Nathan,Parsons,24,Nucah Terrace,Huwonwaz,WY,94.859,$6468.26,YELLOW,05/01/1953
1.301,Gary,Oliver,23,Viju Grove,Dohivfub,AZ,69.552,$9289.28,WHITE,05/29/1951
1.302,Jay,Williamson,18,Amju Place,Kuheztor,SD,56.988,$6308.41,YELLOW,08/16/2001
1.303,Milton,Sandoval,40,Jelun Park,Urehasiv,ND,39.772,$3067.81,RED,06/03/1978
1.304,Lola,Francis,64,Entim Terrace,Adufise,LA,87.783,$7258.86,GREEN,08/25/2053
1.305,Cora,Gibson,50,Movoh Drive,Fikunfuh,MI,15.743,$219.57,YELLOW,10/27/1912
1.306,Bessie,Reed,40,Supe River,Feejtah,VT,91.621,$5757.77,RED,09/04/1967
1.307,Tommy,Daniel,32,Fuzcal Boulevard,Uwnupuh,HI,1.615,$972.61,WHITE,12/03/2053
1.308,Barry,McBride,21,Genip Center,Gotnasep,AK,21.372,$1621.27,BLUE,02/08/1928
1.309,Margaret,Fleming,62,Nuhe Point,Ecolzow,UT,13.722,$6048.91,RED,04/02/2011
1.310,Ricardo,Patterson,20,Kuknon Turnpike,Omlepe,KY,94.666,$7780.02,WHITE,12/11/2033
1.311,Ann,McBride,38,Tavmap Mill,Vulaslif,SC,19.646,$1901.23,YELLOW,05/04/2010
1.312,Hunter,McDaniel,27,Fubas River,Jeluba,NY,29.333,$8777.62,BLUE,02/19/1922
1.313,Bess,Francis,56,Arowip Path,Tukuhofo,VT,38.158,$8433.31,RED,01/21/2039
1.314,Sarah,Buchanan,24,Luzba Road,Ivzejpur,FL,36.576,$3237.65,BLUE,12/15/2006
1.315,Bradley,Myers,20,Jewu Ridge,Simiwzur,MN,37.372,$4060.75,RED,02/25/2027
1.316,Dale,Tyler,21,Zitjo Center,Tudjictac,SD,13.941,$956.51,WHITE,01/15/1922
1.317,Fanny,Fox,65,Utwuk Parkway,Cegkeepa,IN,88.808,$5448.48,YELLOW,10/28/1989
1.318,Todd,Cook,57,Urupok Point,Jurubom,WV,34.590,$6394.28,WHITE,06/21/2053
1.319,Nelle,Ross,57,Rifah Street,Wenevoha,DC,28.453,$5452.55,GREEN,05/16/1988
1.320,Rhoda,Hamilton,23,Witoh Lane,Kuwius,ID,79.334,$6789.42,GREEN,09/25/1952
1.321,Dominic,Townsend,53,Awoar Grove,Wojnemu,IL,18.921,$1582.86,YELLOW,05/20/1986
1.322,Henry,Mills,36,Vetcof Street,Fasage,HI,81.246,$5778.92,YELLOW,02/04/2004
1.323,Sallie,McGuire,34,Vegfe Pike,Mefnehni,MD,45.426,$9224.45,BLUE,04/30/1915
1.324,Ricky,Castillo,47,Peuz Path,Uzdutzuk,VT,96.521,$6636.77,BLUE,06/19/1907
1.325,Ina,Delgado,53,Wachit Ridge,Vibgotpu,IA,59.465,$3314.80,GREEN,08/22/1973
1.326,Lettie,Quinn,57,Gehsif Ridge,Opwizo,AR,11.354,$8072.45,YELLOW,02/20/1905
1.327,Miguel,Hoffman,44,Ilaci Court,Hocihup,SD,51.529,$2607.72,YELLOW,10/30/2069
1.328,Marc,Warner,35,Jipted Drive,Anhipu,WA,32.988,$1977.15,GREEN,08/02/1901
1.329,Alexander,Saunders,24,Ecunos Pass,Akjevter,DC,90.341,$8602.14,WHITE,11/26/1943
1.330,Mathilda,Reed,41,Wosu Avenue,Boginuz,OH,11.545,$7456.74,GREEN,11/02/1920
1.331,Luella,Patterson,43,Padji Pike,Dijpukak,FL,59.029,$1751.46,RED,01/14/1956
1.332,Roy,Taylor,52,Wice Avenue,Pahtubek,VT,83.498,$7741.76,GREEN,05/04/1970
1.333,Emma,Reeves,18,Vune Key,Abonauw,CT,34.023,$3844.06,BLUE,10/26/1952
1.334,Effie,Vasquez,52,Wollo Heights,Lotevo,VT,67.614,$2408.83,WHITE,07/25/1928
1.335,Adele,Gomez,53,Zazi Path,Rehhomal,ID,64.621,$2065.99,YELLOW,09/28/1969
1.336,Randall,Chavez,39,Jojha Center,Zulouc,SC,67.561,$7098.71,RED,07/13/1909
1.337,Cecelia,Fernandez,56,Rozkap Path,Ehvonuv,WY,24.721,$387.57,GREEN,04/09/2053
1.338,Sean,Luna,36,Kaluw Pike,Tajicpun,NM,70.637,$8224.15,BLUE,01/26/1938
1.339,Myra,Schwartz,41,Abbuh River,Kemudovom,OH,14.240,$2326.99,YELLOW,08/31/2007
1.340,Blanche,Jordan,50,Jidjo Trail,Netavmah,MI,46.243,$7353.84,BLUE,12/19/1959
1.341,Jerry,Moreno,41,Moznow Trail,Rejcumol,OR,14.723,$8983.81,YELLOW,04/21/2067
1.342,Maud,Price,44,Vimum Grove,Dicegwi,FL,33.258,$4868.00,GREEN,12/03/1953
1.343,Annie,Patterson,48,Edlim View,Kewgahdab,NC,32.779,$8574.46,GREEN,11/03/2045
1.344,Adam,Gibson,48,Bocun Ridge,Geevze,WA,64.731,$4167.01,GREEN,11/03/1946
1.345,Ada,Estrada,47,Socan Trail,Igakupmo,NC,54.029,$725.76,WHITE,03/27/1968
1.346,Katherine,Fitzgerald,64,Onogo Mill,Fimoba,LA,70.006,$732.98,YELLOW,07/30/1940
1.347,Caleb,Bennett,61,Fopli Manor,Lozoda,RI,5.208,$4009.27,GREEN,10/07/1903
1.348,Frederick,Shaw,18,Mude Loop,Pabdopdam,PA,77.306,$105.45,GREEN,09/11/2052
1.349,Willie,Rodriguez,31,Fizju Center,Hulgijof,WA,16.204,$4003.22,YELLOW,09/20/2031
1.350,Hester,Tran,64,Febsa Path,Zeptupre,ME,21.429,$9341.44,GREEN,08/07/1914
1.351,Russell,Burgess,27,Vohlal Path,Cekabja,ND,66.752,$955.29,RED,01/27/1997
1.352,Kate,Burgess,62,Hemu Lane,Piphumvo,CO,46.335,$1500.66,RED,10/23/2056
1.353,Jonathan,Davis,51,Hukda Road,Secoce,AK,86.494,$7385.02,GREEN,02/01/1995
1.354,Kate,Morgan,51,Mojhu Boulevard,Babikobe,MT,81.172,$3919.66,GREEN,09/06/2048
1.355,Gavin,Fitzgerald,25,Goti Terrace,Gebroosi,MD,67.892,$8383.15,GREEN,04/18/1945
1.356,Blake,Munoz,37,Aloimi Drive,Lozgafhe,AZ,518,$147.34,YELLOW,01/23/2035
1.357,Caroline,Hampton,43,Ewifuf Square,Pulamudo,NY,7.030,$9470.20,WHITE,05/07/1905
1.358,Lucille,Fitzgerald,23,Lizjan Glen,Ruitasu,AL,60.141,$7422.05,RED,08/03/2028
1.359,Gabriel,Roberts,39,Vanup Pike,Wowokfe,OK,93.064,$2295.05,YELLOW,09/17/1941
1.360,Lucille,Smith,61,Sejud Plaza,Lenimac,ND,77.397,$8827.64,BLUE,09/21/1909
1.361,Maggie,Garza,65,Kukad Key,Isudeod,OR,24.272,$7386.09,RED,09/01/2065
1.362,Susan,Daniels,37,Cuepo Court,Pisihpe,MI,17.848,$8741.58,YELLOW,05/20/1957
1.363,Lillian,Medina,59,Vaggil Key,Ikepebdi,ND,70.833,$2809.29,WHITE,05/20/1935
1.364,Teresa,Mills,49,Vilga Road,Howugjec,WA,43.649,$8687.45,GREEN,02/12/2065
1.365,Erik,Jensen,40,Hatac Way,Gesulip,DC,93.837,$6654.06,BLUE,10/18/1946
1.366,Beatrice,Rodgers,54,Hilpe Trail,Hulrobiz,AL,54.409,$3912.08,RED,12/09/1962
1.367,Jordan,Swanson,55,Fogbi Mill,Witdecba,KS,57.880,$8771.74,YELLOW,10/20/2064
1.368,Winifred,Cain,40,Kazija Street,Bamjuba,DE,97.120,$6833.67,RED,08/20/1991
1.369,David,Rowe,44,Afmu Loop,Dimbedabi,MI,51.560,$4410.01,BLUE,10/14/2023
1.370,Ina,Padilla,25,Ehrad Boulevard,Pugufaupe,IL,64.829,$9397.76,BLUE,03/20/1986
1.371,Herbert,Craig,58,Galuk Path,Ikdinrir,KY,1.422,$7946.89,RED,09/16/1947
1.372,Justin,Collins,20,Gaca Street,Mosnowmud,ID,78.632,$6324.53,BLUE,03/09/1996
1.373,Francis,Moore,49,Ewoke Way,Barenefav,MT,46.411,$8968.66,GREEN,01/17/2039
1.374,Leona,Sparks,62,Mucpuf Center,Gusosog,WA,57.077,$3813.46,GREEN,04/21/1951
1.375,Georgia,Austin,35,Pive Lane,Tubikpe,NE,26.714,$797.35,BLUE,09/16/1930
1.376,Catherine,Wheeler,59,Hupnar Glen,Novehze,SC,9.220,$5746.60,YELLOW,09/25/1912
1.377,Walter,Adkins,64,Hihan Lane,Zebkukipi,VT,43.805,$3621.53,YELLOW,08/26/2007
1.378,Florence,Alexander,57,Lohuti Street,Buvufpab,DE,91.560,$7845.49,GREEN,05/22/2059
1.379,Jackson,Chambers,21,Gebci Junction,Evgucad,NH,89.238,$6107.80,BLUE,05/10/2007
1.380,Nelle,Sims,62,Wepsep Parkway,Idoluum,MD,10.370,$3812.33,YELLOW,06/11/1991
1.381,Dustin,Crawford,24,Tawvaw Heights,Vevfuca,IA,2.384,$6992.14,WHITE,10/15/1991
1.382,Olive,Montgomery,36,Jiveco Key,Daohze,NJ,81.055,$633.93,YELLOW,09/06/1973
1.383,Joseph,Holt,40,Ihjot Lane,Cuosimo,ND,95.610,$778.43,RED,09/16/1917
1.384,Rosa,Reese,43,Uzavaw Point,Rehujnav,DE,62.593,$5715.58,BLUE,10/30/1953
1.385,Donald,Austin,59,Umupi Pass,Guomunin,MS,68.899,$3687.32,BLUE,05/10/2040
1.386,Alexander,Steele,29,Wakzif Center,Wicucote,MS,17.746,$2811.22,WHITE,03/07/1927
1.387,Joshua,Castro,42,Wukbut Pass,Cisrahiko,KY,76.219,$3493.51,GREEN,10/23/1989
1.388,Mary,Romero,37,Jofige Road,Fivuwanob,AR,44.338,$8268.85,RED,03/14/2064
1.389,Michael,Hill,63,Mawkaz Court,Suhhogsu,LA,24.623,$92.39,WHITE,01/29/1974
1.390,Mario,Wagner,25,Retjuf Boulevard,Jantolo,IN,67.751,$3564.96,GREEN,01/13/2045
1.391,Genevieve,Blake,28,Ojuas Center,Jocivju,UT,26.220,$3749.21,YELLOW,10/12/1926
1.392,Hattie,Little,60,Duvac Boulevard,Fiupoev,CA,82.852,$8504.27,WHITE,11/03/1909
1.393,Bettie,Hunter,58,Teof Ridge,Zunodriv,CO,69.644,$7957.02,BLUE,04/09/1947
1.394,Philip,Brooks,47,Keajo View,Firunuc,NY,51.392,$2846.51,RED,02/20/1993
1.395,Mittie,Goodman,51,Kufac Loop,Fuzera,DC,69.849,$8322.77,BLUE,07/03/2049
1.396,Minnie,Duncan,18,Zecmoh Boulevard,Bipojri,MI,75.972,$6647.56,YELLOW,08/13/2060
1.397,Evan,Buchanan,25,Jedov Center,Loasano,AZ,46.529,$3784.67,WHITE,01/17/2041
1.398,Rebecca,Clayton,39,Elafa Circle,Larwashi,NJ,84.903,$9739.38,WHITE,04/12/1935
1.399,Mark,Massey,53,Vilviw Pike,Gutucar,TX,51.528,$4890.63,WHITE,01/29/2053
1.400,Philip,Vaughn,23,Nirosu Parkway,Tedijic,NJ,95.779,$1875.25,GREEN,03/29/2045
1.401,Abbie,Oliver,59,Omaru Turnpike,Dogviru,SC,56.220,$5999.44,YELLOW,02/21/1984
1.402,Rhoda,Barker,39,Erru Boulevard,Azpicko,TN,24.210,$1343.19,RED,01/21/1921
1.403,Joshua,Ward,25,Zotred Plaza,Daujaawa,SC,3.311,$699.68,BLUE,07/04/2014
1.404,Harold,Lambert,22,Pigew Pass,Sacuzeso,VT,66.282,$558.93,YELLOW,09/07/1948
1.405,Janie,Guerrero,50,Cebubi Junction,Mabibal,IL,81.213,$1219.17,WHITE,11/25/1944
1.406,Sara,Morton,52,Kere Plaza,Totemo,NM,55.878,$6877.44,GREEN,05/25/1963
1.407,Cody,Moss,29,Riniw Plaza,Megdiit,AL,43.445,$3648.44,BLUE,03/11/1924
1.408,Matthew,Romero,58,Abzo Lane,Runeskaj,MD,76.872,$1935.19,GREEN,10/11/2052
1.409,Matthew,Allen,65,Bewug Trail,Zoflime,AK,48.656,$9637.75,GREEN,12/23/2064
1.410,Jayden,Underwood,21,Jimsuc Way,Bowotne,ME,83.573,$3430.57,WHITE,08/20/1951
1.411,Etta,Price,53,Firkok Square,Isubamak,MI,10.231,$3236.46,WHITE,11/12/2068
1.412,Christine,Ryan,61,Ofzas Boulevard,Dubazcu,SC,39.505,$2615.01,YELLOW,10/25/2067
1.413,Eula,Hart,58,Obojab Avenue,Otjecsa,ID,98.675,$1325.44,GREEN,10/01/1990
1.414,Adeline,Norris,33,Raep Street,Ubucaco,FL,4.891,$9227.15,GREEN,07/12/1937
1.415,Eddie,Day,62,Cotej Point,Larrewbef,WA,3.600,$6902.00,RED,01/28/1932
1.416,Brent,Nichols,64,Luri Heights,Cotupdi,WY,58.477,$7454.57,RED,10/20/2033
1.417,Ricky,Mann,21,Kubo Pass,Ecmecha,CO,24.759,$440.27,YELLOW,10/16/1955
1.418,Rhoda,Arnold,47,Zaicu Path,Murutbub,KY,83.389,$3660.09,RED,06/28/1935
1.419,Ophelia,Huff,22,Faluk Plaza,Akopeuz,MA,58.218,$1117.34,GREEN,05/24/2005
1.420,Landon,Cooper,43,Gobata River,Ejwapce,FL,61.418,$2252.55,RED,03/26/1934
1.421,Elizabeth,Thornton,34,Talhe Lane,Neekhat,DC,77.973,$1126.58,BLUE,07/14/2061
1.422,Lucas,Schwartz,23,Pashi Loop,Hazvomhad,TN,30.911,$2906.57,GREEN,01/01/1981
1.423,Carolyn,Hunter,30,Zatbo Trail,Motocu,WV,58.391,$845.56,GREEN,08/16/1975
1.424,Eugenia,McLaughlin,57,Rucupa Path,Jirseuli,IL,83.763,$8094.10,YELLOW,01/05/1906
1.425,Gilbert,Reese,31,Paro Plaza,Uteiweci,TN,72.981,$4029.49,RED,05/27/2033
1.426,Mabelle,Bass,52,Tidim Road,Vupsatzaz,SC,19.470,$3793.96,GREEN,08/24/2058
1.427,Mildred,Manning,43,Toat Point,Lepbusred,MA,33.528,$7540.65,WHITE,05/12/1950
1.428,Dominic,Gardner,24,Gajil Glen,Kafefek,VT,55.469,$3261.51,BLUE,12/24/1922
1.429,Celia,Carpenter,46,Ettu Avenue,Guknenri,AZ,24.125,$5445.78,WHITE,04/27/1988
1.430,Johanna,Blair,48,Zokdes Highway,Mikupfi,AL,63.033,$4013.74,WHITE,05/24/1927
1.431,Landon,Flowers,55,Juna Place,Zitulda,FL,73.374,$309.19,RED,03/26/1985
1.432,Edward,Craig,59,Danec Road,Jehduwata,TX,10.489,$1700.26,YELLOW,09/17/1963
1.433,Flora,Morgan,56,Umumi Extension,Tosnoih,ND,97.970,$2813.60,WHITE,07/06/2017
1.434,Adelaide,Buchanan,28,Giic Plaza,Ejuzulmek,NM,18.468,$7533.94,YELLOW,01/05/1940
1.435,Edgar,Haynes,37,Lepsi Lane,Giwofa,MN,79.287,$2227.85,BLUE,11/15/2061
1.436,Eunice,Collins,42,Wacsak View,Nohurej,NV,1.248,$8809.43,RED,01/07/1988
1.437,Olivia,Garrett,65,Setok Turnpike,Motomu,WV,91.269,$4559.93,YELLOW,08/26/1945
1.438,Angel,Lamb,40,Beic Terrace,Lordemeg,DE,46.445,$9364.20,RED,09/18/1945
